track_id,lesson_id,level_id,topic_id,track,topic,subtopic,level,content_type,youtube_link,article_url,duration_minutes,description_en,project_idea
TRK-001,L0117,LVL-002,FE-T05,Front-End,React,React Router: Params & Nested Routes,intermediate,explanation,https://youtu.be/Law7wfdg_ls,,40,Explaining params and nested routes,
TRK-001,L0118,LVL-002,FE-T05,Front-End,React,Project: Movie Search App with API,intermediate,project,https://youtu.be/b9eMGE7QtTk,,90,Movie search app project,
TRK-001,L0119,LVL-002,FE-T05,Front-End,React,Project: Budget Tracker App,intermediate,project,https://youtu.be/aeYxBd96iBs,,100,Budget tracker app project,
TRK-001,L0120,LVL-002,FE-T05,Front-End,React,Project: Recipe Finder App,intermediate,project,https://youtu.be/u6gSSpfsoOQ,,85,Recipe finder app project,
TRK-001,L0121,LVL-002,FE-T05,Front-End,React,Project: Complete Notes App,intermediate,project,https://youtu.be/01YKQmia2Jw,,80,Notes app project,
TRK-001,L0122,LVL-002,FE-T05,Front-End,React,Article: React Official Docs - Learn,intermediate,article,,https://react.dev/learn,0,Official Python tutorial,
TRK-001,L0123,LVL-002,FE-T04,Front-End,Git,Branching Strategies: Feature Branch Workflow,intermediate,explanation,https://youtu.be/aJnFGMclhU8,https://www.atlassian.com/git/tutorials/comparing-workflows,35,Explaining branching strategies,
TRK-001,L0124,LVL-002,FE-T04,Front-End,Git,Merging vs Rebasing: The Difference and When to Use Each,intermediate,explanation,https://youtu.be/CRlGDDprdOQ,https://www.atlassian.com/git/tutorials/merging-vs-rebasing,40,Explaining merging vs rebasing,
TRK-001,L0125,LVL-002,FE-T04,Front-End,Git,Resolving Merge Conflicts,intermediate,explanation,https://youtu.be/xNVM5UxlFSA,,30,Explaining merge conflict resolution,
TRK-001,L0126,LVL-002,FE-T04,Front-End,Git,Pull Requests & Code Review on GitHub,intermediate,explanation,https://youtu.be/8lGpZkjnkt4,https://docs.github.com/en/pull-requests,40,Explaining pull requests and code review,
TRK-001,L0127,LVL-002,FE-T04,Front-End,Git,GitHub Issues & Project Boards,intermediate,explanation,https://youtu.be/TKJ4RdhyB5Y,https://docs.github.com/en/issues,30,Explaining GitHub issues and project boards,
TRK-001,L0128,LVL-002,FE-T04,Front-End,Git,GitHub Pages: Deploy Your Projects for Free,intermediate,explanation,https://youtu.be/RaKX4A5EiQo,https://pages.github.com,30,Explaining GitHub Pages deployment,
TRK-001,L0129,LVL-002,FE-T04,Front-End,Git,.gitignore and Professional README.md,intermediate,explanation,https://youtu.be/v9vT2odfZnE,,25,Explaining gitignore and README,
TRK-001,L0130,LVL-002,FE-T04,Front-End,Git,Article: Free Pro Git Book,intermediate,article,,https://git-scm.com/book/en/v2,0,Most comprehensive free Git reference,
TRK-001,L0131,LVL-003,FE-T06,Front-End,TypeScript,TypeScript: What Is It and Why We Use It,advanced,tutorial,https://youtu.be/BCg4U1FzODs,https://www.typescriptlang.org/docs/handbook/intro.html,40,Introduction to TypeScript,
TRK-001,L0132,LVL-003,FE-T06,Front-End,TypeScript,TypeScript: Basic Types & Type Annotations,advanced,tutorial,https://youtu.be/d56mG7DezGs,https://www.typescriptlang.org/docs/handbook/2/everyday-types.html,45,Explaining TypeScript types and annotations,
TRK-001,L0133,LVL-003,FE-T06,Front-End,TypeScript,TypeScript: Interfaces & Type Aliases,advanced,tutorial,https://youtu.be/d56mG7DezGs,https://www.typescriptlang.org/docs/handbook/2/objects.html,40,Explaining interfaces and type aliases,
TRK-001,L0134,LVL-003,FE-T06,Front-End,TypeScript,TypeScript: Union & Intersection Types,advanced,tutorial,https://youtu.be/Pd4KJMdGqyA,,35,Explaining union and intersection types,
TRK-001,L0135,LVL-003,FE-T06,Front-End,TypeScript,TypeScript: Enums,advanced,tutorial,https://youtu.be/d56mG7DezGs,https://www.typescriptlang.org/docs/handbook/enums.html,25,Explaining enums,
TRK-001,L0136,LVL-003,FE-T06,Front-End,TypeScript,TypeScript: Generics,advanced,tutorial,https://youtu.be/nViEqpgwxHE,https://www.typescriptlang.org/docs/handbook/2/generics.html,45,Explaining generics,
TRK-001,L0137,LVL-003,FE-T06,Front-End,TypeScript,TypeScript: Utility Types: Partial Omit Pick,advanced,tutorial,https://youtu.be/Pd4KJMdGqyA,https://www.typescriptlang.org/docs/handbook/utility-types.html,40,Explaining utility types,
TRK-001,L0138,LVL-003,FE-T06,Front-End,TypeScript,TypeScript: Type Guards & Narrowing,advanced,tutorial,https://youtu.be/A-vAVkoAmMk,https://www.typescriptlang.org/docs/handbook/2/narrowing.html,35,Explaining type guards and narrowing,
TRK-001,L0139,LVL-003,FE-T06,Front-End,TypeScript,"TypeScript with React: Props, State, Events",advanced,tutorial,https://youtu.be/FJDVKeh7RJI,https://react.dev/learn/typescript,50,Explaining TypeScript with React,
TRK-001,L0140,LVL-003,FE-T06,Front-End,TypeScript,TypeScript with React: Hooks & Context,advanced,tutorial,https://youtu.be/FJDVKeh7RJI,,45,Explaining TypeScript hooks and context,
TRK-001,L0141,LVL-003,FE-T06,Front-End,TypeScript,Project: Todo App with TypeScript + React,advanced,tutorial_and_project,https://youtu.be/jrLpGnMbOSk,,90,TypeScript React todo project,
TRK-001,L0142,LVL-003,FE-T06,Front-End,TypeScript,Article: Official TypeScript Handbook,advanced,article,,https://www.typescriptlang.org/docs/handbook,0,Official TypeScript handbook,
TRK-001,L0143,LVL-003,FE-T05,Front-End,React,Context API: Creating and Using Context,advanced,tutorial,https://youtu.be/5LrDIWkK_Bc,https://react.dev/learn/passing-data-deeply-with-context,50,Explaining Context API,
TRK-001,L0144,LVL-003,FE-T05,Front-End,React,Context API: with useReducer,advanced,tutorial,https://youtu.be/kK_Wqx3RnHk,https://react.dev/learn/scaling-up-with-reducer-and-context,45,Explaining Context with useReducer,
TRK-001,L0145,LVL-003,FE-T05,Front-End,React,Redux Toolkit: Store Slices Actions,advanced,tutorial,https://youtu.be/bbkBuqC1rU4,https://redux-toolkit.js.org/introduction/getting-started,70,Explaining Redux Toolkit,
TRK-001,L0146,LVL-003,FE-T05,Front-End,React,Redux Toolkit: Thunk & Async Actions,advanced,tutorial,https://youtu.be/93CR_yURoII,https://redux-toolkit.js.org/api/createAsyncThunk,55,Explaining Redux async actions,
TRK-001,L0147,LVL-003,FE-T05,Front-End,React,Zustand: Simpler State Management,advanced,tutorial,https://youtu.be/KCr-UNsM3vA,https://zustand-demo.pmnd.rs,40,Explaining Zustand state management,
TRK-001,L0148,LVL-003,FE-T05,Front-End,React,Custom Hooks: Creating and Organizing,advanced,tutorial,https://youtu.be/6ThXsUwLWvc,https://react.dev/learn/reusing-logic-with-custom-hooks,50,Explaining custom hooks,
TRK-001,L0149,LVL-003,FE-T05,Front-End,React,Performance: React.memo,advanced,tutorial,https://youtu.be/VtWkSCZX0Ec,https://react.dev/reference/react/memo,35,Explaining React.memo,
TRK-001,L0150,LVL-003,FE-T05,Front-End,React,Performance: useMemo & useCallback,advanced,tutorial,https://youtu.be/uojLJFt9SzY,https://react.dev/reference/react/useMemo,40,Explaining useMemo and useCallback,
TRK-001,L0151,LVL-003,FE-T05,Front-End,React,Performance: Code Splitting & Lazy Loading,advanced,tutorial,https://youtu.be/JU6sl_yyZqs,https://react.dev/reference/react/lazy,35,Explaining code splitting and lazy loading,
TRK-001,L0152,LVL-003,FE-T05,Front-End,React,React Query: Server State Management,advanced,tutorial,https://youtu.be/novnyCaa7To,https://tanstack.com/query/latest/docs/framework/react/overview,60,Explaining React Query,
TRK-001,L0153,LVL-003,FE-T05,Front-End,React,React Hook Form: Managing Forms,advanced,tutorial,https://youtu.be/bU_eq8qyjic,https://react-hook-form.com/get-started,45,Explaining React Hook Form,
TRK-001,L0154,LVL-003,FE-T05,Front-End,React,Testing with Jest: Unit Tests,advanced,tutorial,https://youtu.be/8Xwq35cPwYg,https://jestjs.io/docs/getting-started,50,Explaining unit testing with Jest,
TRK-001,L0155,LVL-003,FE-T05,Front-End,React,Testing with React Testing Library,advanced,tutorial,https://youtu.be/ZmVBCpefQe8,https://testing-library.com/docs/react-testing-library/intro,55,Explaining React Testing Library,
TRK-001,L0156,LVL-003,FE-T05,Front-End,React,Project: E-Commerce App with Redux Toolkit,advanced,tutorial_and_project,https://youtu.be/HptuMAUaNGk,,150,E-commerce app with Redux project,
TRK-001,L0157,LVL-003,FE-T05,Front-End,React,Project: Chat App with React Query,advanced,tutorial_and_project,https://youtu.be/hNPwSnobCNE,,120,Real-time chat app project,
TRK-001,L0158,LVL-003,FE-T05,Front-End,React,Article: React Official Docs - Reference,advanced,article,,https://react.dev/reference/react,0,Official React reference docs,
TRK-001,L0159,LVL-003,FE-T07,Front-End,NextJS,Next.js: What Is It and Why We Use It,advanced,tutorial,https://youtu.be/mTz0GXj8NN0,https://nextjs.org/docs,40,Introduction to Next.js,
TRK-001,L0160,LVL-003,FE-T07,Front-End,NextJS,Next.js: App Router vs Pages Router,advanced,tutorial,https://youtu.be/wm5gMKuwSYk,https://nextjs.org/docs/app,35,Explaining App Router vs Pages Router,
TRK-001,L0161,LVL-003,FE-T07,Front-End,NextJS,Next.js: File-based Routing,advanced,tutorial,https://youtu.be/9P8mASSREYM,https://nextjs.org/docs/app/building-your-application/routing,40,Explaining file-based routing,
TRK-001,L0162,LVL-003,FE-T07,Front-End,NextJS,Next.js: Layouts & Templates,advanced,tutorial,https://youtu.be/9P8mASSREYM,https://nextjs.org/docs/app/building-your-application/routing/layouts-and-templates,35,Explaining layouts and templates,
TRK-001,L0163,LVL-003,FE-T07,Front-End,NextJS,Next.js: Server Components vs Client Components,advanced,tutorial,https://youtu.be/d2yNsZd5PMs,https://nextjs.org/docs/app/building-your-application/rendering,50,Explaining Server vs Client components,
TRK-001,L0164,LVL-003,FE-T07,Front-End,NextJS,Next.js: Data Fetching in Server Components,advanced,tutorial,https://youtu.be/EzIZfJoHWfU,https://nextjs.org/docs/app/building-your-application/data-fetching,55,Explaining data fetching strategies,
TRK-001,L0165,LVL-003,FE-T07,Front-End,NextJS,Next.js: Static Generation (SSG) & ISR,advanced,tutorial,https://youtu.be/EzIZfJoHWfU,,45,Explaining static generation and ISR,
TRK-001,L0166,LVL-003,FE-T07,Front-End,NextJS,Next.js: API Routes & Route Handlers,advanced,tutorial,https://youtu.be/Fnwrp9b5HzY,https://nextjs.org/docs/app/building-your-application/routing/route-handlers,50,Explaining API routes and route handlers,
TRK-001,L0167,LVL-003,FE-T07,Front-End,NextJS,Next.js: Middleware,advanced,tutorial,https://youtu.be/GpNRXzGBiuA,https://nextjs.org/docs/app/building-your-application/routing/middleware,35,Explaining Next.js middleware,
TRK-001,L0168,LVL-003,FE-T07,Front-End,NextJS,Next.js: Authentication with NextAuth.js,advanced,tutorial,https://youtu.be/w2h54xz6Ndw,https://next-auth.js.org,70,Explaining authentication with NextAuth,
TRK-001,L0169,LVL-003,FE-T07,Front-End,NextJS,Next.js: Prisma & Database Integration,advanced,tutorial,https://youtu.be/RebA5J-rlwg,https://www.prisma.io/docs/getting-started,65,Explaining Prisma ORM and database,
TRK-001,L0170,LVL-003,FE-T07,Front-End,NextJS,Next.js: Image Optimization,advanced,tutorial,https://youtu.be/a8aBOFpjqBg,https://nextjs.org/docs/app/building-your-application/optimizing/images,30,Explaining image optimization techniques,
TRK-001,L0171,LVL-003,FE-T07,Front-End,NextJS,Next.js: SEO & Metadata,advanced,tutorial,https://youtu.be/a8aBOFpjqBg,https://nextjs.org/docs/app/building-your-application/optimizing/metadata,30,Explaining SEO and metadata,
TRK-001,L0172,LVL-003,FE-T07,Front-End,NextJS,Next.js: Deployment on Vercel,advanced,tutorial,https://youtu.be/2HBIzEx6IZA,https://nextjs.org/docs/app/building-your-application/deploying,30,Explaining deployment to Vercel,
TRK-001,L0173,LVL-003,FE-T07,Front-End,NextJS,Project: Full-Stack Blog with Next.js + Prisma + Auth,advanced,full_project,https://youtu.be/O5cmLDVTgAs,,200,Full-stack blog project,
TRK-001,L0174,LVL-003,FE-T07,Front-End,NextJS,Article: Next.js Official Docs,advanced,article,,https://nextjs.org/docs,0,Official Python tutorial,
TRK-001,L0175,LVL-003,FE-T09,Front-End,Performance,Web Vitals: LCP FID CLS INP,advanced,tutorial,https://youtu.be/AQqFZ5t8uNc,https://web.dev/vitals,40,Explaining Core Web Vitals,
TRK-001,L0176,LVL-003,FE-T09,Front-End,Performance,Lighthouse & DevTools Performance Profiling,advanced,tutorial,https://youtu.be/5fLW5Q5ODiE,https://developer.chrome.com/docs/lighthouse/overview,35,Explaining Lighthouse performance profiling,
TRK-001,L0177,LVL-003,FE-T09,Front-End,Performance,Bundle Optimization & Tree Shaking,advanced,tutorial,https://youtu.be/hNPwSnobCNE,https://web.dev/reduce-javascript-payloads-with-tree-shaking,35,Explaining bundle optimization,
TRK-001,L0178,LVL-003,FE-T09,Front-End,Performance,Image Optimization Techniques,advanced,tutorial,https://youtu.be/hJ7Rg1821Q0,https://web.dev/fast/#optimize-your-images,30,Explaining image optimization techniques,
TRK-001,L0179,LVL-003,FE-T09,Front-End,Performance,Caching Strategies: Browser & CDN,advanced,tutorial,https://youtu.be/HiBDVeIlzeo,https://web.dev/learn/pwa/caching,35,Explaining caching strategies,
TRK-001,L0180,LVL-003,FE-T09,Front-End,Performance,Accessibility: WCAG and ARIA,advanced,tutorial,https://youtu.be/1A6SrPwmGpg,https://web.dev/learn/accessibility,45,Explaining web accessibility,
TRK-001,L0181,LVL-003,FE-T09,Front-End,Performance,PWA: Progressive Web Apps Introduction,advanced,tutorial,https://youtu.be/WbbAPfDVqfY,https://web.dev/learn/pwa,50,Explaining Progressive Web Apps,
TRK-001,L0182,LVL-003,FE-T09,Front-End,Performance,Article: web.dev Learn Performance,advanced,article,,https://web.dev/learn/performance,0,Performance course by Google,
TRK-002,L0183,LVL-001,DA-T01,Data Analysis,Python,Python: What Is It and Why It's the Most Popular Language in Data Science,beginner,explanation,https://youtu.be/_uQrJ0TkZlc,https://docs.python.org/3/tutorial,30,Introduction to Python,
TRK-002,L0184,LVL-001,DA-T01,Data Analysis,Python,Installing Python and Setting Up VS Code and Jupyter Notebook,beginner,explanation,https://youtu.be/Z1Yd7upQsXY,https://code.visualstudio.com/docs/python/python-tutorial,30,Explaining Python setup and VS Code,
TRK-002,L0185,LVL-001,DA-T01,Data Analysis,Python,Jupyter Notebook: How to Use It,beginner,explanation,https://youtu.be/HW29067qVWk,https://jupyter-notebook.readthedocs.io,30,Explaining Jupyter Notebook,
TRK-002,L0186,LVL-001,DA-T01,Data Analysis,Python,"Variables and Data Types: int, float, str, bool",beginner,explanation,https://youtu.be/khKv-8q7YmY,https://docs.python.org/3/tutorial/introduction.html,50,Explaining variables,
TRK-002,L0187,LVL-001,DA-T01,Data Analysis,Python,Strings: Operations and Methods,beginner,explanation,https://youtu.be/k9TUPpGqYTo,https://docs.python.org/3/library/string.html,50,Explaining Python strings,
TRK-002,L0188,LVL-001,DA-T01,Data Analysis,Python,"String Formatting: f-strings, format",beginner,explanation,https://youtu.be/nghuHvKLhJA,,30,Explaining f-strings and format,
TRK-002,L0189,LVL-001,DA-T01,Data Analysis,Python,"Arithmetic Operations: arithmetic, math module",beginner,explanation,https://youtu.be/4N9P4F-BUKA,,35,Explaining operators and expressions,
TRK-002,L0190,LVL-001,DA-T01,Data Analysis,Python,"Conditions: if, elif, else and Comparisons",beginner,explanation,https://youtu.be/f4KOjWS_KZs,https://docs.python.org/3/tutorial/controlflow.html,35,Explaining conditionals,
TRK-002,L0191,LVL-001,DA-T01,Data Analysis,Python,Loops: for loop and range,beginner,explanation,https://youtu.be/rkx5_MRAV3A,,40,Explaining for loop and range,
TRK-002,L0192,LVL-001,DA-T01,Data Analysis,Python,Loops: while loop and break/continue,beginner,explanation,https://youtu.be/rkx5_MRAV3A,,30,Explaining while loop,
TRK-002,L0193,LVL-001,DA-T01,Data Analysis,Python,Functions: Definition and Return Values,beginner,explanation,https://youtu.be/9Os0o3wzS_I,https://docs.python.org/3/tutorial/controlflow.html#defining-functions,50,Explaining Functions,
TRK-002,L0194,LVL-001,DA-T01,Data Analysis,Python,Functions: Default Args and kwargs,beginner,explanation,https://youtu.be/9Os0o3wzS_I,,35,Explaining default args and kwargs,
TRK-002,L0195,LVL-001,DA-T01,Data Analysis,Python,"Lists: Creation, Operations, and Methods",beginner,explanation,https://youtu.be/W8KRzm-HUcc,,50,Explaining Python lists,
TRK-002,L0196,LVL-001,DA-T01,Data Analysis,Python,Tuples: Creation and Usage,beginner,explanation,https://youtu.be/aBofH0qMNZc,,30,Explaining tuples,
TRK-002,L0197,LVL-001,DA-T01,Data Analysis,Python,Sets: Creation and Operations,beginner,explanation,https://youtu.be/aBofH0qMNZc,,30,Explaining sets,
TRK-002,L0198,LVL-001,DA-T01,Data Analysis,Python,Dictionaries: key-value and Methods,beginner,explanation,https://youtu.be/XCcpzWs-CI4,,45,Explaining dictionaries,
TRK-002,L0199,LVL-001,DA-T01,Data Analysis,Python,List Comprehension & Dict Comprehension,beginner,explanation,https://youtu.be/3dt4OGnU5sM,https://docs.python.org/3/tutorial/datastructures.html#list-comprehensions,35,Explaining list and dict comprehensions,
TRK-002,L0200,LVL-001,DA-T01,Data Analysis,Python,Article: Official Python Tutorial,beginner,article,,https://docs.python.org/3/tutorial,0,Official Python tutorial,
TRK-002,L0201,LVL-001,DA-T02,Data Analysis,Statistics,Statistics: What is Statistics and Its Role in Data Analysis,beginner,explanation,https://youtu.be/SzZ6GpcfoQY,https://www.khanacademy.org/math/statistics-probability,40,Introduction to statistics,
TRK-002,L0202,LVL-001,DA-T02,Data Analysis,Statistics,"Descriptive Statistics: Mean, Median, Mode",beginner,explanation,https://youtu.be/mk8tOD0t8M0,,40,"Explaining mean, median, and mode",
TRK-002,L0203,LVL-001,DA-T02,Data Analysis,Statistics,"Dispersion: Range, Variance, Standard Deviation",beginner,explanation,https://youtu.be/MRqtXL2WX2M,,45,Explaining variance and standard deviation,
TRK-002,L0204,LVL-001,DA-T02,Data Analysis,Statistics,Percentiles and IQR,beginner,explanation,https://youtu.be/kn83BA7cRNM,,35,Explaining percentiles and IQR,
TRK-002,L0205,LVL-001,DA-T02,Data Analysis,Statistics,Normal Distribution,beginner,explanation,https://youtu.be/rzFX5NWojp0,,45,Explaining normal distribution,
TRK-002,L0206,LVL-001,DA-T02,Data Analysis,Statistics,Probability Basics,beginner,explanation,https://youtu.be/oI3hZJqXJuc,,50,Explaining probability basics,
TRK-002,L0207,LVL-001,DA-T02,Data Analysis,Statistics,Conditional Probability,beginner,explanation,https://youtu.be/bgCMjHzXTXs,,35,Explaining conditional probability,
TRK-002,L0208,LVL-001,DA-T02,Data Analysis,Statistics,Article: Khan Academy - Statistics & Probability,beginner,article,,https://www.khanacademy.org/math/statistics-probability,0,Free statistics course on Khan Academy,
TRK-002,L0209,LVL-001,DA-T03,Data Analysis,Pandas,Pandas: What Is It and Installation,beginner,explanation,https://youtu.be/vmEHCJofslg,https://pandas.pydata.org/docs/getting_started,40,Introduction to Pandas,
TRK-002,L0210,LVL-001,DA-T03,Data Analysis,Pandas,Pandas Series: Creation and Basic Operations,beginner,explanation,https://youtu.be/e2IbNHi4uCI,https://pandas.pydata.org/docs/reference/api/pandas.Series.html,40,Explaining Pandas Series,
TRK-002,L0211,LVL-001,DA-T03,Data Analysis,Pandas,Pandas DataFrame: Creation from dict and list,beginner,explanation,https://youtu.be/dcqPhpY7tWk,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.html,45,Explaining Pandas DataFrame,
TRK-002,L0212,LVL-001,DA-T03,Data Analysis,Pandas,Reading CSV Files: read_csv,beginner,explanation,https://youtu.be/F6kmIpWj2-k,https://pandas.pydata.org/docs/reference/api/pandas.read_csv.html,35,Explaining read_csv function,
TRK-002,L0213,LVL-001,DA-T03,Data Analysis,Pandas,Reading Excel Files: read_excel,beginner,explanation,https://youtu.be/F6kmIpWj2-k,,25,Explaining read_excel function,
TRK-002,L0214,LVL-001,DA-T03,Data Analysis,Pandas,"Basic Methods: head, tail, info, describe, shape",beginner,explanation,https://youtu.be/zmdjNSmRXF4,,35,"Explaining head, tail, info, describe",
TRK-002,L0215,LVL-001,DA-T03,Data Analysis,Pandas,Selecting Columns and Rows,beginner,explanation,https://youtu.be/HQ6XO9eT-fc,,35,Explaining column and row selection,
TRK-002,L0216,LVL-001,DA-T03,Data Analysis,Pandas,Selecting with loc and iloc,beginner,explanation,https://youtu.be/HQ6XO9eT-fc,https://pandas.pydata.org/docs/user_guide/indexing.html,40,Explaining loc and iloc indexing,
TRK-002,L0217,LVL-001,DA-T03,Data Analysis,Pandas,Filtering: Boolean Indexing,beginner,explanation,https://youtu.be/zN2Hua6oII0,,35,Explaining boolean indexing,
TRK-002,L0218,LVL-001,DA-T03,Data Analysis,Pandas,"Multiple Filtering: &, |, ~ operators",beginner,explanation,https://youtu.be/zN2Hua6oII0,,30,Explaining multiple filter conditions,
TRK-002,L0219,LVL-001,DA-T03,Data Analysis,Pandas,Creating and Modifying Columns,beginner,explanation,https://youtu.be/zmdjNSmRXF4,,30,Explaining creating and editing columns,
TRK-002,L0220,LVL-001,DA-T03,Data Analysis,Pandas,Article: Pandas Getting Started Tutorials,beginner,article,,https://pandas.pydata.org/docs/getting_started/intro_tutorials,0,Official Pandas getting started tutorials,
TRK-002,L0221,LVL-001,DA-T04,Data Analysis,Visualization,Matplotlib: What Is It and Installation,beginner,explanation,https://youtu.be/3Xc3CA655Y4,https://matplotlib.org/stable/tutorials,30,Introduction to Matplotlib,
TRK-002,L0222,LVL-001,DA-T04,Data Analysis,Visualization,Matplotlib: Line Chart,beginner,explanation,https://youtu.be/3Xc3CA655Y4,,35,Explaining line charts,
TRK-002,L0223,LVL-001,DA-T04,Data Analysis,Visualization,Matplotlib: Bar Chart & Horizontal Bar,beginner,explanation,https://youtu.be/DAQNHzOcqMo,,30,Explaining bar charts,
TRK-002,L0224,LVL-001,DA-T04,Data Analysis,Visualization,Matplotlib: Scatter Plot,beginner,explanation,https://youtu.be/zZZ_RMp3erE,,25,Explaining scatter plots,
TRK-002,L0225,LVL-001,DA-T04,Data Analysis,Visualization,"Matplotlib: Customizing Plots: titles, colors, axes",beginner,explanation,https://youtu.be/UO98lJQ3QGI,,35,Explaining plot customization,
TRK-002,L0226,LVL-001,DA-T04,Data Analysis,Visualization,Matplotlib: Subplots: Multiple Plots,beginner,explanation,https://youtu.be/XFZRVnP-MTU,,35,Explaining multiple subplots,
TRK-002,L0227,LVL-001,DA-T04,Data Analysis,Visualization,Seaborn: Introduction and Distribution Plots,beginner,explanation,https://youtu.be/6GUZXDef2U0,https://seaborn.pydata.org/tutorial/distributions.html,45,Introduction to Seaborn,
TRK-002,L0228,LVL-001,DA-T04,Data Analysis,Visualization,Article: Matplotlib Official Tutorials,beginner,article,,https://matplotlib.org/stable/tutorials,0,Official Matplotlib tutorials,
TRK-002,L0229,LVL-001,DA-T05,Data Analysis,SQL,SQL: What Is It and What are Databases,beginner,explanation,https://youtu.be/HXV3zeQKqGY,https://www.sqltutorial.org,40,Introduction to SQL,
TRK-002,L0230,LVL-001,DA-T05,Data Analysis,SQL,Installing SQLite and Setting Up DB Browser,beginner,explanation,https://youtu.be/HXV3zeQKqGY,,25,Explaining SQLite installation,
TRK-002,L0231,LVL-001,DA-T05,Data Analysis,SQL,SQL: CREATE TABLE and Data Types,beginner,explanation,https://youtu.be/7S_tz1z_5bA,https://www.sqltutorial.org/sql-create-table,40,Explaining CREATE TABLE syntax,
